,OTU,Taxonomy,#SampleID,GROUP,Value
24250,ASV24251,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL1,KRN,3
24251,ASV24252,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL10,KRN,0
24252,ASV24253,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL11,KLT,1
24253,ASV24254,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL12,KRN,0
24254,ASV24255,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL13,KLT,0
24255,ASV24256,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL14,KRN,0
24256,ASV24257,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL15,KRN,2
24257,ASV24258,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL16,KRN,2
24258,ASV24259,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL17,KLT,0
24259,ASV24260,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL18,KRN,29
24260,ASV24261,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL19,KRN,0
24261,ASV24262,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL2,KLT,2
24262,ASV24263,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL20,KLT,0
24263,ASV24264,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL21,KRN,2
24264,ASV24265,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL22,KLT,0
24265,ASV24266,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL23,KRN,0
24266,ASV24267,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL24,KLT,0
24267,ASV24268,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL25,KRN,0
24268,ASV24269,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL27,KRN,4
24269,ASV24270,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL28,KLT,0
24270,ASV24271,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL29,KLT,3
24271,ASV24272,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL3,KLT,18
24272,ASV24273,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL30,KLT,0
24273,ASV24274,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL31,KLT,6
24274,ASV24275,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL32,KRN,0
24275,ASV24276,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL33,KLT,0
24276,ASV24277,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL34,KRN,4
24277,ASV24278,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL35,KRN,15
24278,ASV24279,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL36,KRN,0
24279,ASV24280,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL37,KLT,40
24280,ASV24281,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL38,KLT,1
24281,ASV24282,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL39,KLT,14
24282,ASV24283,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL4,KLT,0
24283,ASV24284,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL40,KLT,1
24284,ASV24285,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL41,KRN,0
24285,ASV24286,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL42,KLT,0
24286,ASV24287,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL43,KLT,2
24287,ASV24288,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL44,KRN,3
24288,ASV24289,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL45,KRN,11
24289,ASV24290,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL46,KRN,0
24290,ASV24291,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL47,KRN,2
24291,ASV24292,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL48,KLT,0
24292,ASV24293,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL49,KLT,0
24293,ASV24294,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL5,KLT,84
24294,ASV24295,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL50,KLT,0
24295,ASV24296,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL51,KRN,0
24296,ASV24297,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL52,KLT,6
24297,ASV24298,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL53,KRN,0
24298,ASV24299,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL54,KLT,1
24299,ASV24300,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL55,KRN,0
24300,ASV24301,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL56,KLT,3
24301,ASV24302,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL57,KLT,1
24302,ASV24303,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL58,KRN,5
24303,ASV24304,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL59,KRN,0
24304,ASV24305,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL6,KRN,1
24305,ASV24306,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL7,KRN,17
24306,ASV24307,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL8,KRN,1
24307,ASV24308,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,SMPL9,KLT,8
24308,ASV24309,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL0,KLT,0
24309,ASV24310,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL1,KRN,0
24310,ASV24311,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL10,KRN,0
24311,ASV24312,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL11,KLT,0
24312,ASV24313,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL12,KRN,0
24313,ASV24314,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL13,KLT,0
24314,ASV24315,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL14,KRN,0
24315,ASV24316,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL15,KRN,0
24316,ASV24317,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL16,KRN,81
24317,ASV24318,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL17,KLT,0
24318,ASV24319,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL18,KRN,0
24319,ASV24320,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL19,KRN,0
24320,ASV24321,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL2,KLT,0
24321,ASV24322,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL20,KLT,0
24322,ASV24323,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL21,KRN,0
24323,ASV24324,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL22,KLT,0
24324,ASV24325,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL23,KRN,0
24325,ASV24326,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL24,KLT,0
24326,ASV24327,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL25,KRN,0
24327,ASV24328,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL27,KRN,0
24328,ASV24329,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL28,KLT,0
24329,ASV24330,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL29,KLT,0
24330,ASV24331,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL3,KLT,0
24331,ASV24332,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL30,KLT,0
24332,ASV24333,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL31,KLT,0
24333,ASV24334,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL32,KRN,0
24334,ASV24335,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL33,KLT,0
24335,ASV24336,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL34,KRN,0
24336,ASV24337,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL35,KRN,0
24337,ASV24338,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL36,KRN,0
24338,ASV24339,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL37,KLT,0
24339,ASV24340,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL38,KLT,0
24340,ASV24341,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL39,KLT,0
24341,ASV24342,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL4,KLT,0
24342,ASV24343,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL40,KLT,0
24343,ASV24344,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL41,KRN,0
24344,ASV24345,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL42,KLT,0
24345,ASV24346,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL43,KLT,0
24346,ASV24347,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL44,KRN,0
24347,ASV24348,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL45,KRN,0
24348,ASV24349,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL46,KRN,0
24349,ASV24350,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL47,KRN,0
24350,ASV24351,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL48,KLT,0
24351,ASV24352,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL49,KLT,0
24352,ASV24353,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL5,KLT,0
24353,ASV24354,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL50,KLT,0
24354,ASV24355,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL51,KRN,0
24355,ASV24356,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL52,KLT,0
24356,ASV24357,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL53,KRN,0
24357,ASV24358,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL54,KLT,0
24358,ASV24359,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL55,KRN,0
24359,ASV24360,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL56,KLT,0
24360,ASV24361,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL57,KLT,0
24361,ASV24362,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL58,KRN,0
24362,ASV24363,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL59,KRN,0
24363,ASV24364,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL6,KRN,0
24364,ASV24365,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL7,KRN,0
24365,ASV24366,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL8,KRN,0
24366,ASV24367,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,SMPL9,KLT,0
24367,ASV24368,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL0,KLT,0
24368,ASV24369,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL1,KRN,0
24369,ASV24370,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL10,KRN,0
24370,ASV24371,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL11,KLT,0
24371,ASV24372,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL12,KRN,0
24372,ASV24373,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL13,KLT,0
24373,ASV24374,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL14,KRN,0
24374,ASV24375,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL15,KRN,0
24375,ASV24376,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL16,KRN,38
24376,ASV24377,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL17,KLT,0
24377,ASV24378,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL18,KRN,0
24378,ASV24379,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL19,KRN,0
24379,ASV24380,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL2,KLT,0
24380,ASV24381,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL20,KLT,0
24381,ASV24382,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL21,KRN,0
24382,ASV24383,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL22,KLT,0
24383,ASV24384,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL23,KRN,0
24384,ASV24385,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL24,KLT,0
24385,ASV24386,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL25,KRN,0
24386,ASV24387,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL27,KRN,0
24387,ASV24388,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL28,KLT,0
24388,ASV24389,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL29,KLT,0
24389,ASV24390,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL3,KLT,0
24390,ASV24391,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL30,KLT,0
24391,ASV24392,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL31,KLT,0
24392,ASV24393,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL32,KRN,0
24393,ASV24394,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL33,KLT,0
24394,ASV24395,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL34,KRN,0
24395,ASV24396,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL35,KRN,0
24396,ASV24397,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL36,KRN,0
24397,ASV24398,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL37,KLT,0
24398,ASV24399,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL38,KLT,0
24399,ASV24400,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL39,KLT,0
24400,ASV24401,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL4,KLT,0
24401,ASV24402,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL40,KLT,0
24402,ASV24403,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL41,KRN,0
24403,ASV24404,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL42,KLT,0
24404,ASV24405,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL43,KLT,0
24405,ASV24406,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL44,KRN,0
24406,ASV24407,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL45,KRN,0
24407,ASV24408,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL46,KRN,0
24408,ASV24409,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL47,KRN,0
24409,ASV24410,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL48,KLT,0
24410,ASV24411,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL49,KLT,0
24411,ASV24412,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL5,KLT,0
24412,ASV24413,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL50,KLT,0
24413,ASV24414,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL51,KRN,0
24414,ASV24415,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL52,KLT,0
24415,ASV24416,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL53,KRN,0
24416,ASV24417,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL54,KLT,0
24417,ASV24418,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL55,KRN,0
24418,ASV24419,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL56,KLT,0
24419,ASV24420,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL57,KLT,0
24420,ASV24421,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL58,KRN,0
24421,ASV24422,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL59,KRN,0
24422,ASV24423,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL6,KRN,0
24423,ASV24424,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL7,KRN,0
24424,ASV24425,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL8,KRN,0
24425,ASV24426,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;?,SMPL9,KLT,0
24426,ASV24427,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL0,KLT,0
24427,ASV24428,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL1,KRN,0
24428,ASV24429,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL10,KRN,0
24429,ASV24430,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL11,KLT,0
24430,ASV24431,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL12,KRN,0
24431,ASV24432,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL13,KLT,0
24432,ASV24433,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL14,KRN,0
24433,ASV24434,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL15,KRN,0
24434,ASV24435,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL16,KRN,74
24435,ASV24436,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL17,KLT,0
24436,ASV24437,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL18,KRN,0
24437,ASV24438,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL19,KRN,0
24438,ASV24439,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL2,KLT,0
24439,ASV24440,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL20,KLT,0
24440,ASV24441,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL21,KRN,0
24441,ASV24442,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL22,KLT,0
24442,ASV24443,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL23,KRN,0
24443,ASV24444,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL24,KLT,0
24444,ASV24445,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL25,KRN,0
24445,ASV24446,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL27,KRN,0
24446,ASV24447,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL28,KLT,0
24447,ASV24448,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL29,KLT,0
24448,ASV24449,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL3,KLT,0
24449,ASV24450,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL30,KLT,0
24450,ASV24451,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL31,KLT,0
24451,ASV24452,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL32,KRN,0
24452,ASV24453,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL33,KLT,0
24453,ASV24454,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL34,KRN,0
24454,ASV24455,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL35,KRN,0
24455,ASV24456,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,SMPL36,KRN,0
